Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
"REDCOM Laboratories, Inc.",585-924-7550,https://www.redcom.com/,"Victor, NY 14564",Manufacturer,"Manufacturer of advanced strategic, operational, and tactical communication solutions with a focus on command & control, interoperability, flexibility, and ease of use. Training, installation and consulting services also available. Industries served include military, government, service providers, public safety, and EMS.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Audio Communication Systems
Communication & Connectivity Devices


Communication Systems
Digital Communication Systems","All Products / Services

Communication Systems
Controlled Switching Devices
Hardware
Network Equipment


Networks
Software
Telecommunications Equipment"
Aerostream Communications,303-279-3671,http://www.aerostream.com,"Golden, CO 80401",Manufacturer,"Manufacturer of software defined radios. Products types include handheld, portable and fixed communicators. Applications include broadcast reception, two-way voice and data communications, and RF signal detection and classification. Markets served include commercial, aeronautical, marine and military sectors.",,,Under $1 Mil,1-9  Employees,"Communication Equipment: Digital
Audio Communication Systems
Communication Equipment
Communication Products, Components & Systems
Communication Systems


Communication Systems: Broadcasting
Communication Systems: RF
Communication Systems: Two-Way
Digital Communication Systems","All Products / Services

Communication Systems
Disaster Preparedness Supplies
Fire Fighting Electronics


Hurricane Response
Radios
Wildfire Response"
Fortran Communications,800-735-8600,https://www.fortran-inc.com/,"Summerville, SC 29483",Turnkey Systems Integrator,"Design and installation of communication systems for telecommunications industry. Products include digital telephone systems, voice mail systems, fiber optic and data cabling system and peripherals.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication Equipment
Communication Products, Components & Systems


Communication Systems
Data Communication Equipment & Systems","All Products / Services

Communication Systems
Electric Wire, Cable and Cable Assemblies
Integration Services
Network Equipment


Telephone Systems
Telephones
Voice Message Systems"
Elcommtech Corporation,800-620-7057,http://www.elcommtech.com,"Brooklyn, NY 11235",Manufacturer,"Manufacturer of fiber optic communication equipment for military, aerospace, government, transportation and industrial applications. Products include transmission and networking systems, digital modems, media converters, transmitter and receiver cards.",,,Under $1 Mil,1-9  Employees,"Communication Equipment: Digital
Communication Equipment


Communication Systems
Communication Systems: Fiber Optic","All Products / Services

Cards
Communication Systems
Converters


Modems
Transmissions"
Laird Technologies,636-898-6000,https://www.lairdtech.com/,"Earth City, MO 63045 | Locations",Manufacturer,"Designer & manufacturer of customized, performance-critical products for wireless & other advanced electronics applications. Products include electromagnetic interference (EMI) shielding, thermal management products, mechanical actuation systems, signal integrity components & wireless antennae solutions, as well as radio frequency (RF) modules & systems. Custom products are supplied to all sectors of the electronics industry including the handset, telecommunications, data transfer & information technology, automotive, aerospace, defense, consumer, medical, & industrial markets.","Laird Technologies is the world's leading producer of electromagnetic interference (EMI) shielding materials, thermal interface products and wireless antennas solutions for the telecommunications, data communications, computer, general electronics, network equipment, aerospace, defense, automotive and medical equipment industries.

A unit of the The Laird Group PLC, Laird Technologies is incorporated in the state of Delaware and was formed by merging some of the world's leading EMI shielding, thermal management, and wireless antenna brands. Our strength is rooted in the success of Instrument Specialties, APM, Bavaria Elektronik, Altoflex, R&F Products, BMI, Warth, and most recently, Thermagon and Centurion. 

Headquartered in St. Louis, Missouri, USA, the company has manufacturing plants and technical support operations in the United States, China, France, Germany, Hungary, Sweden, Japan, United Kingdom, the Czech Republic, Singapore, Malaysia, Korea and Taiwan.",,$250 Mil. and over,1000+  Employees,"Communication Equipment: Digital


Communication Equipment","All Products / Services

Absorbers
Adapters
Adhesives
Antennas
Assemblies
Bases
Beads
Brackets
Chillers
Circuit Board Components
Cold Chain Equipment
Communication Systems
Compounds
Connectors


Contacts
Controls and Controllers
Converters
Coolers
Cores
Electric Wire, Cable and Cable Assemblies
Electronic Components
Electronics
Enclosures
Engineering Services
Extrusion Services
Fabrication Services
Fabrics and Cloths
Fasteners

View all products / services offered"
Mobil Satellite Technologies,757-312-8300,https://www.mobilsat.com/,"Chesapeake, VA 23323",Distributor,"Distributor of mobile communication devices and related supplies for the commercial, transportation and financial markets. Products include routers, satellite internet systems, antennas, networks, modems, data terminals, satellite phones.",,,$1 - 4.9 Mil,10-49  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Equipment
Communication Systems
Communication Systems: Mobile Voice


Communication Systems: Satellite
Communication Systems: Wireless
Data Communication Equipment & Systems
Data Communication Systems: Broadband
Data Communication Systems: Wireless","All Products / Services

Antennas
Communication Systems
Computer and Communication Terminals
Internet Connectivity Equipment
Modems


Networks
Routers
Telephones
Terminals and Lugs"
"Silicon Laboratories, Inc.",877-444-3032,https://www.silabs.com/,"Austin, TX 78701",Manufacturer,"Manufacturer of electronic devices and related equipment for the home automation, industrial automation, data center, automotive, communications, healthcare and retail markets. Products include microcontrollers, RF integrated circuits, intelligent sensors, USB bridges, clocks, oscillators, isolators, PoE controllers and modems.",,,$250 Mil. and over,1000+  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Components & Subsystems
Communication Equipment


Data Communication Equipment & Systems
Data Communication Systems: RF
Data Communication Systems: Wireless
Digital Communication Systems","All Products / Services

Amplifiers
Bridges
Circuits
Clocks
Communication Systems
Comparators
Controls and Controllers
Converters
Isolators


Modems
Modules
Multiplexers
Oscillators
Processors
Sensors / Detectors / Transducers
Synthesizers
Transceivers
Tuners"
Acacia Communications,978-938-4896,https://acacia-inc.com/,"Maynard, MA 01754",Manufacturer,"Manufacturer of silicon-based high speed optical interconnect products. Selection includes pluggable coherent CFP modules, transponders, digital signal processors and silicon PICs. Applications include DCI, metro carrier, long haul, cable access, submarine, wireless access and wired access.",,,Not Available,500-999  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices


Communication Equipment
Data Communication Equipment & Systems","All Products / Services

Circuits
Communication Components
Communication Systems
Connectors
Hardware
Internet Connectivity Equipment


Links
Network Equipment
Processors
Software
Telecommunications Equipment
Transmissions"
"Airbiquity, Inc.",888-334-7741,https://www.airbiquity.com/,"Seattle, WA 98104 | Locations",Manufacturer,"Manufacturer of global open scalable cloud platform designed for automotive manufacturers, wireless carriers, tier one suppliers and third party app developers for connected services for many applications including mobile integration, embedded connectivity in a vehicle's head unit, electric vehicle optimization and fleet management.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Equipment
Communication Systems


Communication Systems: Mobile Voice
Communication Systems: Satellite
Digital Communication Systems","All Products / Services

Communication Systems
Computers


Management Systems
Software"
"Savant Systems, LLC",508-683-2500,https://www.savant.com,"Hyannis, MA 02601 | Locations",Manufacturer,"Manufacturer of integrated automation systems and equipment. Products include A/V switches and controls, host and controllers, user interfaces, lighting controls, media management supplies, display solutions, sound supplies, energy management equipment, climate control products, communications supplies, software and design tools, fiber accessories, extenders, cables and connectors.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication Equipment


Communication Systems","All Products / Services

Amplifiers
Boards
Communication Systems
Connectors
Controls and Controllers
Electric Wire, Cable and Cable Assemblies
Emitters
Enclosures
Extenders


Interfaces
Lights
Modules
Pads
Relays
Sensors / Detectors / Transducers
Speakers
Tools"
Telular Corp.,800-835-8527,https://www.telular.com/,"Chicago, IL 60606 | Locations",Manufacturer,"ISO 9001 certified custom manufacturer of wireless fixed cellular products for residential, commercial & industrial applications. Products include alarm communicators, tank monitors, communicator bundles, terminals, access transport hubs, telemetry systems & cellular phones. Inventory management service is also available. Meets EVDO, HSDPA, CDMA & GSM standards.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Equipment
Communication Products, Components & Systems
Communication Systems


Communication Systems: Wireless
Data Communication Equipment & Systems
Data Communication Equipment: OEM
Data Communication Systems: Broadband
Data Communication Systems: Wireless

View all Communication Systems categories","All Products / Services

Alarms
Communication Systems
Computer and Communication Terminals
Controls and Controllers
Data Acquisition Systems
Data Collection Systems
Dialers
Hubs
Indicators
Inventory Management Services


Links
Management Systems
Modems
Modules
Monitoring Systems
Monitors
Security Systems
Sensors / Detectors / Transducers
Software
Telemetry Systems

View all products / services offered"
ACG Systems,410-224-0224,https://www.acgsys.com/,"Annapolis, MD 21401",Turnkey Systems Integrator,"Design and installation of communication systems for transportation, military, security, medical and government industries. Products include digital recorders, digital and analog communication equipment, dispatch consoles, dial in radio controllers and remote controls.",,,$50 - 99.9 Mil,10-49  Employees,"Communication Equipment: Digital
Communication Equipment


Communication Systems","All Products / Services

Communication Systems
Consoles
Controls and Controllers
Disaster Preparedness Supplies
Fire Fighting Electronics
Hurricane Response


Networks
Radios
Recorders
Switches
Wildfire Response"
"Coast to Coast Communications, Inc.",800-613-5613,https://coasttocoastcommunications.com/,"Dana Point, CA 92629",Turnkey Systems Integrator,"Design, build and installation of voice and data communication systems. Products include cable and fiber infrastructures, wireless systems, paging systems, data centers and call center systems.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication Equipment
Communication Products, Components & Systems
Communication Systems
Communication Systems: Digital Distribution


Communication Systems: Wireless
Data Communication Equipment & Systems
Data Communication Systems: Wireless
Digital Communication Systems
Secure Communications Systems","All Products / Services

Call Center Systems
Communication Systems


Integration Services
Pagers"
"MH Acoustics, LLC",908-277-3131,https://mhacoustics.com/,"Mountainside, NJ 07092",Manufacturer,"Manufacturer of digital signal processing and acoustic products. Products include microphone arrays, hardware, windscreen, wind noise reduction and spatial noise suppression systems. Applications include teleconferencing, hands-free automobile cell phones, multichannel surround sound recording, security and surveillance, sports/news reporting, sound production for music/film/broadcast, gaming and consumer products.",,,Under $1 Mil,1-9  Employees,"Communication Equipment: Digital
Communication Equipment


Communication Systems
Communication Systems: Active Noise Reduction (ANR)","All Products / Services

Arrays
Communication Systems
Hardware


Microphones
Processors
Screens"
"D-Link Systems, Inc.",888-331-8686,http://us.dlink.com,"Fountain Valley, CA 92708",Manufacturer,"Manufacturer of end-to-end networking equipment and related supplies. Products include cameras, video recorders, routers, extenders, adapters, switches, controllers, data storage devices, modems, sensors and firewalls.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Components & Subsystems
Communication Equipment


Communication Systems
Communication Systems: Wireless
Data Communication Systems: Broadband","All Products / Services

Adapters
Bridges
Cameras
Communication Systems
Controls and Controllers
Firewalls


Network Equipment
Routers
Security Systems
Storage Equipment
Surveillance Equipment
Switches"
"Audio Acoustics, Inc.",800-621-5256,https://www.aaius.com/,"Springfield, MO 65802",Turnkey Systems Integrator,"Design, build and installation of sound and communication systems for medical, school, healthcare, and retail applications. Products include CCTV, intercom, paging, signs, audio and visual systems.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Audio Communication Systems
Communication Equipment


Communication Systems
Systems: Intercommunicating","All Products / Services

Audio Visual (AV) Equipment
Call Cords and Systems
Cameras
Clocks
Communication Systems
Distribution Systems


Installation Services
Integration Services
Intercoms
Pagers
Signs
Sound Equipment"
Intelligent-Appliance,888-590-9296,http://www.intelligent-appliance.com/,"Houston, TX 77043",Manufacturer,"Manufacturer of hardware and software for electronic manufacturing assemblies, automation data acquisition systems, automation, medical instrument, imaging, fire safety, vehicle systems, emissions control and power generation applications. Products include cables, isolators, digital I/O modules, ethernet IP I/O modules, power relays, relay controllers, relay multiplexers, S/W software, solid state relays and converters.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication Components & Subsystems


Communication Equipment","All Products / Services

Blocks
Boards
Communication Systems
Connectors
Controls and Controllers
Converters
Data Acquisition Systems
Electric Wire, Cable and Cable Assemblies


Hardware
Interfaces
Modules
Multiplexers
Network Equipment
Relays
Software"
Trinity Video Communications,800-261-9008,http://www.trinityvideo.net,"Louisville, KY 40299",Turnkey Systems Integrator,"Audio-visual systems design and integration solutions provided for the commercial, educational, healthcare and government markets. Products include video walls, video displays, communication networks, data communication systems and video security systems.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication & Connectivity Devices
Communication Equipment
Communication Systems


Communication Systems: Wireless
Data Communication Equipment & Systems
Data Communication Systems: Wireless
Digital Communication Systems","All Products / Services

Audio Visual (AV) Equipment
Communication Systems
Conferencing Equipment
Controls and Controllers
Displays


Integration Services
Networks
Security Systems
Surveillance Equipment"
SolCom,671-637-4441,https://mesolcomguam.com/,"Barrigada, GU 96913",Distributor,"Distributor of energy and communications solutions. Available products include UPS back-up systems, networking, and two-way radio systems. Marine-grade radios and radio repeater systems can be provided, in addition to two-way radio systems. UPS systems are available in floor and tower styles, and can be used for residential, commercial, industrial, military, and data center applications. Line conditioners are also offered.",,,Not Available,Not Available  Employees,"Communication Equipment: Digital
Communication Components & Subsystems
Communication Equipment
Communication Systems


Communication Systems & Radios: Tactical
Communication Systems: Motorola
Communication Systems: RF","All Products / Services

Communication Systems
Conditioners
Disaster Preparedness Supplies
Electronics
Fire Fighting Electronics
Hardware
Hurricane Response


Network Equipment
Networks
Power Supplies
Radio Components
Radios
Repeaters
Wildfire Response"
Yokogawa Corp. of America - Meter & Instrument Div.,800-888-6400,https://tmi.yokogawa.com/,"Newnan, GA 30265",Custom Manufacturer,"Manufacturer of measuring, testing and recording instruments. Types include analog panel meters, analog switchboard instruments, calibrators, clamp-on testers, current transformers, DC precision measuring instruments, digital meters and counters, digital multimeters, digital switchboards, dual-view switchboards, elapsed time meters, insulation testers, loop powered indicators, luxmeters and lightmeters, portable analog instruments, portable data loggers, portable power monitors/recorders, power and energy meters, power transducers, pressure calibrators w/ hart, recorders, signal conditioners, temperature controllers and thermometers. Other instruments include portable data stations, and dual-view hybrid power monitors. Portable analog instruments include miniature AC and DC ammeters and voltmeters, and AC and DC ammeters and voltmeters. Analog switchboard instruments include power-factor and temperature, single phase/polyphase watt and variable, synchroscope and frequency, large and illuminated switchboard meters.","About Yokogawa Corp. Of America, Meter & Instrument Div.

Since our establishment in the United States in 1957, Yokogawa Corporation of America (YCA) has become a leading manufacturer and supplier of test, measurement, field instrumentation, process control and information products for North America.

Headquartered just south of Atlanta, Georgia, YCA has sales offices across the United States. Our commitment to our customers is our number one priority, and we back it up with a network of representatives and distributors that reflect this commitment. 

Our parent company, Yokogawa Electric Corporation, is dedicated to developing the most advanced control and instrumentation products and systems in the world. Today, Yokogawa has a firm hold on its position as a leading manufacturer in the fields of measurement, control, and information. As a major global player, the company anticipates the needs of the times, continually tackling new challenges and exploring new markets in order to provide the More... best solutions in the world. 

 Yokogawa's commitment to innovation is reflected in our extraordinary investments in R&D, which ensure development of the most advanced products and services. Yokogawa has consistently made above-average investments in research and development. In fact, over the past decade we have set an industry standard by committing a full nine percent of sales revenue each year to R&D. Less",,$10 - 24.9 Mil,200-499  Employees,"Communication Equipment: Digital


Communication Equipment","All Products / Services

Ammeters
Analyzers
Automation Systems
Calibrators
Cases
Cold Chain Equipment
Colorimeters
Communication Systems
Conditioners
Controls and Controllers
Counters
Data Loggers
Enclosures
Flowmeters


Galvanometers
Indicators
Instruments
Measuring Equipment
Megohmmeters
Meter Accessories
Meters
Modules
Monitors
Multimeters
Oscilloscopes
Recorders
Resistors
Sensors / Detectors / Transducers

View all products / services offered"
Sonetics,800-833-4558,https://www.soneticscorp.com/,"Portland, OR 97224",Manufacturer,"Manufacturer of radio and wireless communication equipment. Products include two-way and Bluetooth headsets, stealth wireless and portable wireless systems, belt packs, base stations, and digital and wired intercoms. Markets served include agriculture, aviation, first responders, food processing, manufacturing, marine and recreation sectors.",,,Not Available,50-99  Employees,"Communication Equipment: Digital
Audio Communication Systems
Command, Control & Communications Systems
Communication & Connectivity Devices
Communication Components & Subsystems


Communication Equipment
Communication Products, Components & Systems
Communication Systems
Communication Systems & Radios: Tactical
Communication Systems: Two-Way

View all Communication Systems categories","All Products / Services

Communication Systems
Headphones
Headsets


Intercoms
Radio Station Equipment
Stations"
