Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
Humboldt Mfg. Co.,800-544-7220,https://www.humboldtmfg.com/,"Elgin, IL 60123 | Locations",Manufacturer,"Manufacturer of construction material testing equipment. Various equipment and supplies include augers, drills, probes, data acquisition systems, ejectors, extractors, compactors, processors, classifiers, meters, samplers, chambers, calibrators, splitters, sieves, shakers, washers, detectors, scales, balances, cutters, furnaces, hot plates, burners, clamps, filter pumps, tongs, labware, ovens, pans, bowls, boxes, furnaces, dishes, borers, transducers, vessels, baths, tanks, mixers, weights, apparatus, containers, gages, scoops, brushes, tripods, stands, flow tables and indicators. Beams, brackets, cells, chisels, collars, cones, cups, desiccant, desiccators, disks, flasks, frames, jacks, mortars, pestles, O-rings, orifices, software, tanks, tapes, tongs, tripods, trowels and wrenches are also available.",,,$10 - 24.9 Mil,10-49  Employees,"Manometers: Digital
Gauges


Gauges: Dial","All Products / Services

Adapters
Anti-Skid Equipment
Augers
Autoclave Parts
Autoclaves
Bags
Balances
Balls
Bases
Baths
Beakers
Beams
Bits


Boring Machinery
Bottles
Bowls
Boxes
Brackets
Brushes
Burners
Calibrators
Calipers
Calorimeters
Cans
Cells
Centrifuges

View all products / services offered"
Clark Solutions,800-253-2497,https://www.clarksol.com/,"Hudson, MA 01749",Distributor,"Manufacturer and distributor of pumps, valves and instrumentation. Various products available include actuators, connectors, tachometers, totalizers, indicators, switches, transmitters, sensors, gages, probes, controllers and flow meters. Transmitters are suitable for registering low static pressures and air flow in air conditioning systems and for measurement of pressure relationships in environmental, laboratory and cleanroom applications.","Clark Solutions has a fifty-year history of providing unique solutions to the control, measurement, and monitoring of variables for a wide range of industries and applications. Our product offerings are divided into three areas: Pumps, Valves, and Instrumentation. Many of these products may be purchased online and our sales engineers are only a phone call away. If you have an application that calls for products with uncommon features or performance specifications.",,$5 - 9.9 Mil,10-49  Employees,"Manometers: Digital
Gauges
Gauges: Air Pressure
Gauges: Ammonia
Gauges: Differential Pressure


Gauges: Indicating
Gauges: Liquid Filled
Gauges: Low Pressure
Gauges: Pressure
Gauges: Refrigeration

View all Gages categories","All Products / Services

Actuators
Anemometers
Cold Chain Equipment
Connectors
Controls and Controllers
Corrosion Resistant Products
Dampers
Data Acquisition Systems
Data Loggers
Fire Fighting Electronics


Flowmeters
Gages
Generators
Indicators
Instruments
Manifolds
Measuring Equipment
Meters
Monitors
Probes

View all products / services offered"
Retrotec,360-738-9835,https://retrotec.com/,"Everson, WA 98247",Manufacturer,"Manufacturer of Blower Doors, Duct Testers, Air Current Testers, and Building Diagnostic Tools.","Retrotec is the world's leading manufacturer of blower doors, duct testers, gauges, and air leakage testing software, all supported by online training. Our equipment is trusted around the world by demanding professionals to conduct residential energy audits, large building air leakage measurements, duct leakage tests, and clean agent integrity tests. Several of our products have been given a seal of approval through BPI's Product Listing Program as meeting industry standards for diagnostic evaluation and installation of energy upgrades to the home.",,Not Available,50-99  Employees,Manometers: Digital,"All Products / Services

Doors


Gages"
Keco Engineered Controls,732-901-5900,https://kecocontrols.com/,"Lakewood, NJ 08701-5657",Distributor,"Distributor of process control equipment & instrumentation. Analyzers, sensors, controllers, enclosures, air/liquid/gas filters, flowmeters, flow/temperature/pressure gauges, panel meters & indicators, level monitors & controls, oil/water interface monitors, electronic/pneumatic positioners, pressure monitors & controls & recorders, actuators, alarms, annunciators are available. Types of products also include regulators, signal conditioners, transducers, stack gas & emission analyzers/monitors, switches, temperature monitors, temperature controllers & valves. Solenoid valves, ball valves, check valves, butterfly valves, globe valves are available. Services include repairing, retrofitting & remanufacturing. Markets served include chemical plants, cogeneration plants, cryogenic & natural gas plants, food & beverage processing, government agencies, paper manufacturers, pharmaceutical plants, power utilities, wastewater treatment plants & water utilities.",,,$1 - 4.9 Mil,1-9  Employees,"Manometers: Digital
Gauges
Gauges: Ashcroft
Gauges: Differential Pressure
Gauges: Drum Level


Gauges: Dwyer
Gauges: Flow
Gauges: Liquid Level
Gauges: Oil Level
Gauges: Pressure

View all Gages categories","All Products / Services

Actuators
Alarms
Analyzers
Annunciators
Chambers
Cold Chain Equipment
Conditioners
Controls and Controllers
Converters
Counters


Data Loggers
Enclosures
Filters
Flowmeters
Fluid Conditioning Equipment
Gages
Heaters
Indicators
Instruments
Isolators

View all products / services offered"
APT Instruments,877-324-5444,http://www.aptinstruments.com,"Omaha, NE 68144",Manufacturer,"Manufacturer and distributor of industrial process instruments and accessories, pumps, wireless products and solar powered products. Process instrumentation products such as air velocity meters, conductivity meters, data loggers, dissolved oxygen meters, flow rate meters, pH measurement meters, pressure meters, refractive index meters, sound level meters, temperature meters, ion measurement meters, viscosity meters, relative humidity meters, colorimeters, turbidity meters, level meters, hydrometers, data loggers, controllers and transmitters are available. Types of pumps include centrifugal pumps, diaphragm pumps, gear pumps, peristaltic pumps, piston pumps and vacuum pressure pumps. Pump tubing and fittings are also available. Products can also be customized as per specifications. Markets served include laboratories, process manufacturing, defense and automotive.",,,Under $1 Mil,1-9  Employees,"Manometers: Digital
Instruments: Pressure
Manometers


Meters: Pressure
Pressure Meters: Digital","All Products / Services

Adapters
Amplifiers
Analyzers
Anemometers
Buffers
Clocks
Cold Chain Equipment
Colorimeters
Communication Systems
Connectors
Controls and Controllers
Couplers and Couplings


COVID-19 Response
Data Acquisition Systems
Data Collection Systems
Data Loggers
Elbows
Electrodes
Electronics
Fire Fighting Electronics
Fittings
Flowmeters
Gages
Hardware

View all products / services offered"
"Brooks Instrument, an ITW Company",888-554-3569,https://www.brooksinstrument.com,"Hatfield, PA 19440 | Locations",Manufacturer,"Manufacturer of flow meters & flow controllers for flow measurement & flow control. Providing coriolis mass flow, thermal mass flow, variable area flow meters, vacuum capacitance manometers, pressure control pressure gauges, pressure transmitters and pressure sensors Providing turnkey installation & integration assistance on a global basis. Servicing industries such as pharmaceuticals, oil & gas, fuel cell research & chemicals, medical devices, analytical instrumentation, semiconductor manufacturing & more. Flow measurement products include: direct liquid injection vaporizer systems, thermal mass flow meters / flow controllers, coriolis mass flow meters, flow controllers, variable area flow meters, positive displacement meters, pressure products, vacuum capacitance, manometers, level measurement. Factory certified service advantage includes onsite, web & factory based customer training, onsite commissioning & start up support services.","Brooks Instrument, LLC, based in Pennsylvania, is a multi-technology instrumentation company serving a range of demanding markets. The Company has a proven history of innovation, including the original commercial design that set the standard for todays thermal mass flow controllers, first high-performance digital mass flow controller, first gas and range programmable thermal mass flow controller (MultiFlo), the first watertight and explosion proof thermal mass flow controller (Mf Series), the first thermal mass flow controller with Foundation Fieldbus (SLA Series) and the first variable area meter with Foundation Fieldbus (MT3809 & MT3750). 

Today, Brooks Instruments portfolio includes glass and metal tube variable area meters (rotameters), thermal mass flow controllers and meters from ultra-high purity to industrial grade, Coriolis mass flow controller (Quantim), vacuum measurement and pressure control products, direct liquid injection vapor delivery systems, magnetic level instruments, More... and a variety of flow accessories. The Company also owns Key Instruments which offers precision machined acrylic flow meters, molded plastic flow meters, glass tube flow meters, and flow control valves. 

 Brooks Instrument has manufacturing locations, sales, and service offices in the Americas, Europe, and Asia. Less",www.linkedin.com/company/brooks-instrument,$100 - 249.9 Mil,500-999  Employees,"Manometers: Digital
Gauges: Air Flow
Gauges: Air Pressure
Gauges: Differential Pressure
Gauges: Flow


Gauges: Gas Pressure
Gauges: High Pressure
Gauges: Liquid Level
Gauges: Low Pressure
Gauges: Pressure

View all Gages categories","All Products / Services

Controls and Controllers
COVID-19 Response
Flowmeters
Gages
Indicators
Measuring Equipment
Meters
Monitors


Regulators
Scales
Sensors / Detectors / Transducers
Switches
Testers
Transmitters
Valves
Vaporizers"
Wasco Switches and Sensors,800-500-9272,https://www.wascoinc.com/,"Santa Maria, CA 93455",Manufacturer,"ISO 9001:2015 certified manufacturer of standard and custom pressure and vacuum switches. Products include capsule, overpressure protected, super purity (SP), ultra-high purity (UHP), differential and solid state. Serves in automotive.","Wasco is a highly recognized, award winning manufacturer of pressure and vacuum switches that supply the fire suppression, medical, semiconductor, military, in addition to industrial applications such as automation, fluid power, and hydraulic markets.

Wasco was established in 1963 producing products through the utilization of automatic screw machines and other machine shop equipment.

In 1975 Wasco led by the efforts of Ron Way; decided to vertically integrate up the product chain by designing and producing pressure and vacuum switch products.

Wasco excels in providing solutions to our customers that are not traditionally off the shelf. Wasco's engineers are eager to adapt the current line of products to fit the exact need of our customers. Contact us to review your needs to determine if we can help you design the better mousetrap.

Research, development and testing equipment purchased through the years have assisted in providing design validated solutions for the more sophisticated applications More... to our customers provide products to.

 Wasco is a certified supplier to many of its customers in addition to being ISO 9001:2015 certified.

 Wasco supplies solutions to the military which also demonstrates our commitment to satisfy the many stringent quality requirements of our customers.

 Samples are available for customer test and evaluation. Less",www.linkedin.com/company/wascoswitches,$10 - 24.9 Mil,50-99  Employees,"Manometers: Digital
Gauges
Gauges: Air Pressure
Gauges: Aircraft & Aerospace
Gauges: Bourdon Tube


Gauges: Custom
Gauges: Dial
Gauges: Digital Pressure
Gauges: Gas Pressure
Gauges: High Pressure

View all Gages categories","All Products / Services

Assembly Services
Cleanroom Services
Controls and Controllers
Electric Wire, Cable and Cable Assemblies
Electrical Equipment
Gages
Harnesses
Indicators
Machining
Processors


Relays
Sensors / Detectors / Transducers
Stripping Services
Switches
Testing Services
Transmitters
Vacuum Systems
Welders
Welding Services"
Calright Instruments,619-429-4545,https://www.calright.com/,"San Diego, CA 92154-7717",,Distributor of electronic test equipment testing and measurement.,,,$1 - 4.9 Mil,10-49  Employees,"Manometers: Digital


Manometers","All Products / Services

Calibrators


Gages"
Nayagi Enterprises LLC,307-406-0810,https://www.nayagi.in/,"Wilmington, DE 19801",Distributor,"Distributor of motion control and power transmission products for general contractors, plumbing and HVAC applications. Products include actuators, brakes, chucks, clutches, data loggers, relays and switches. Drives, pipes, probes and programmable logic controllers (PLC) are offered. Fittings, roller followers, pump generators, calibration instruments, interfaces, rod locks and digital manometers are available. Motors, pumps, valves, regulators, temperature sensors, detectors and transducers are also provided. Serves electrical, transportation, food, power plant and construction industries.",,,$50 - 99.9 Mil,10-49  Employees,"Manometers: Digital


Manometers","All Products / Services

Actuators
Calibrators
Chucks and Collets
Clutches
Cold Chain Equipment
Controls and Controllers
Data Loggers
Fittings
Followers
Gages
Generators
Instruments
Interfaces


Locks
Motors
Pipes
Power Transmission Equipment
Probes
Pumps
Regulators
Relays
Sensors / Detectors / Transducers
Switches
Vaccine Cold Chain Supplies and Logistics
Valves"
Industry Depot,888-849-8034,https://www.industrydepot.com/store/home.php,"Buffalo, NY 14222",Distributor,"Supplier of productivity solutions to North American manufacturing and service companies and consultants. This includes manufacturing and transportation equipment, material testing and industrial measuring instruments and power tools. Specifically: magnets, chucks and blocks, holders, inserts, toolholders, tool posts, bars, knobs and wrenches. Hardness and roughness testers, thickness guages, metrology instrumentation, and sound, light, vibration, electrical and air quality meters are also available. Offers various cleaning fluids and lubricants, DEF, fuel dispensing systems, injectors, and tapping heads.","Equipment from Industry Depot is guaranteed to .... 

Exceed your expectations, 

Provide maximum value with 

Free engineering advice 

 Industry Depot supplies dependable productivity solutions to North American manufacturers, repair services and consultants. Since founded in 1999, we have been supplying high value productivity equipment, instrumentation and power tools that exceed expectations at competitive prices and quick deliveries. We help you make more money! 

 Equipment is selected for dependable, efficient operation. Our engineering expertise assures the right way to meet your production and productivity demands. Industry Depot manufacturers have been selected for performance, quality and reliability. And if you are not completely satisfied, we'll refund your money!

 If more information is needed, just call 888-849-8034 toll free. 

 When you order, you have choices. Use the shopping cart for pricing, tax and shipping details and to order on-line. Or use the information you'll find More... to order by fax, phone or mail. Credit card data is encrypted for all on-line orders for your security. 

  With over 25 years of general management experience in manufacturing and distributing industrial products and a solid engineering background, we understand and respect the market we serve. May we earn your trust by winning your business.

 Frederick J. Oille, P.Eng., President Less",,$1 - 4.9 Mil,1-9  Employees,"Manometers: Digital
Gauges
Gauges: Force Measuring
Gauges: Measuring


Gauges: Surface Roughness Measuring
Gauges: Thickness
Manometers","All Products / Services

Abrasive Compounds / Media
Adapters
Ammeters
Anemometers
Arms
Automation Systems
Balancers
Balls
Bars
Bearings
Blades


Blocks
Borescopes
Calibrators
Cameras
Carbide
Carbide Cutting Tools
Cards
Centers
Chippers
Chucks and Collets
Clamps

View all products / services offered"
Digi-Key,800-344-4539,https://www.digikey.com/,"Thief River Falls, MN 56701",Distributor,"Distributor of electronic components from more than 800 electronic manufacturers. The product line encompasses audio products, power supplies, microcontrollers, IC's, capacitors, resistors, inductors, semiconductors, connectors, crystals, oscillators, switches, transformers, enclosures, cables, potentiometers, sensors, fans, over-current, over-voltage, & over-temperature control devices, test equipment, static control products and networking solutions.",,,$250 Mil. and over,1000+  Employees,"Manometers: Digital
Manometers


Micromanometers","All Products / Services

Absorbers
Accelerometers
Actuators
Adapters
Additive Manufacturing Materials
Alarms
Aluminum
Ammeters
Amplifiers
Analog Components
Analytical Services
Analyzers
Antennas


Arrays
Arresters
Assembly Machinery
Attenuators
Auctioneers
Backplanes
Backshells
Ballasts
Barriers
Bases
Batteries
Battery Components
Beads

View all products / services offered"
Civil Aviation Parts,702-919-1616,https://www.civilaviationparts.com/,"Las Vegas, NV 89109",Distributor,"Distributor of aircraft parts and components for aviation industry. Bearings, bolts, brackets, pins, plugs, dial gages, displays and fasteners are offered. Gears, levers, retainers, seals, shafts, braided wires and digital manometers are also available. Guaranteed quotes back within 15 minutes, 24/7 x 365.",,,Not Available,Not Available  Employees,"Manometers: Digital
Gauges
Gauges: Aircraft & Aerospace


Gauges: Dial
Manometers","All Products / Services

Aircraft Parts
Bearings
Bolts
Brackets
Differentials
Displays
Electric Wire, Cable and Cable Assemblies
Fasteners


Gages
Gears
Handles, Pulls and Levers
Pins
Plugs and Stoppers
Retainers
Seals
Shafts"
