Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
"Infrared Cameras, Inc.",866-861-0788,https://infraredcameras.com/,"Beaumont, TX 77705",Manufacturer,"Manufacturer of thermal imaging systems including fix-mounted, pan & tilt & handheld infrared cameras. Additional products include infrared body temperature scanners in response to the COVID-19 pandemic. Capabilities include calibration, thermal imaging, repair, rental & training. Applications include electrical, mechanical, process control, health & medical, surveillance, firefighting, maritime, research & development & energy building audits.","Infrared Cameras Inc. has been in business since March, 1995. Originally named Texas Infrared (still an ICI DBA), we have supported companies globally by providing infrared equipment and thermography training to some of the largest Fortune 500 companies. Our knowledge and experience extends from years of using infrared imaging and temperature measurement instruments to provide solutions to managers, engineers, scientists, inspectors and operators in space, power companies, medical, petrochemical, pulp and paper, food industry, research and development, and various process industries. Our products and services are used in industrial, commercial, and government applications worldwide. In February of 2009 our ICI 7320 system was selected by NASA Tech Briefs as product of the month. Our systems have been used and seen on national Television shows such as The History Channel and The Maury Show.",,$1 - 4.9 Mil,1-9  Employees,"Cameras: Digital, High Resolution
Camcorders: Digital
Cameras
Cameras: CCTV
Cameras: Digital


Cameras: Fire Fighting
Cameras: Gigabit Ethernet
Cameras: High Resolution
Cameras: High Speed
Cameras: Identification

View all Cameras categories","All Products / Services

Analyzers
Calibration Services
Cameras
COVID-19 Response
Fire Fighting Electronics
Identification Products
Imaging Equipment
Imaging Services
Infrared Equipment
Inspection Services


Maintenance and Repair Services
Monitoring Systems
Protectors
Scanners / Readers
Software
Surveillance Equipment
Thermal Systems
Thermometers
Training Services
Wildfire Response"
"New York Microscope Company, Inc.",877-877-7274,https://microscopeinternational.com/,"Hicksville, NY 11801",Distributor,"Distributor of compound, stereo, digital, LED, fluorescence, inverted, phase contrast, metallurgical and polarizing microscopes, tachometers, micrometers, incubators, portable centrifuges, monitors, screens, cameras and otoscopes. Microscope accessories include bulbs, cases, chambers, illuminators, lens cleaners, covers, eyepieces, filters, glass, heads, loupes, magnifiers, power supplies, slides and stages. Also a distributor and manufacturer of standard and custom PPE, personal protective equipment and supplies such as masks, gloves, test kits, wipes, sanitizers, gowns, face shields, head or foot covers, thermometers and infrared imagers. Cleanrooms, portable hospitals, isolation rooms and buildings also can be provided. Microscope repair, rental, maintenance and inspection services are also available. Suitable for medical, inspection, gemological, dissection, pathology, microsurgical, industrial and other applications.","New York Microscope Company Inc. is a leader for over 40 years In the field of microscope sales and service, as well as personal protective equipment (PPE) and field hospitals. Our worldwide clients include government, medical, industrial institutions; doctors, hospitals, clinical laboratories, public and private schools, colleges and universities, medical schools, gemologists.

Our goal is to provide you with the best possible products and services at the most competitive prices backed by our 100% customer satisfaction guarantee. Professionalism, integrity, quality and customer satisfaction is our number one priority.",www.linkedin.com/company/new-york-microscope-company/,$5 - 9.9 Mil,10-49  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras: Digital
Cameras: High Resolution


Cameras: High Speed
Cameras: Microscope
Cameras: Video","All Products / Services

Buildings
Bulbs
Cabinets
Cameras
Cases
Centrifuges
Chambers
Cleanrooms
Clothing
Counters
Coveralls


Covers
COVID-19 Response
Dental Equipment
Disaster Preparedness Supplies
Disinfectants
Disinfectants, Sanitizers, Soap and Cleaners
Dispensers
Displays
Disposable Products
Electronics
Enclosures

View all products / services offered"
Hill Sales Corp,847-255-4400,http://www.hilltech.com,"Palatine, IL 60067",Manufacturer,"Manufacturer of standard and custom ultraviolet (UV), EMC, power, medical, LED, and electro-optics components. Products include curing and short arc lamps, reflectors, irradiators, line scan and area cameras, CMOS sensors, and illuminators. Also offers EMI filters, surge absorber cores, and nanocrystalline and amorphous shielding. Power components such as heat sinks, motors, resistors, fuses, transformers, inductors, and power supplies are available.","We provide expert design & implementation of quality components for Electrical Power Conversion & Distribution, Thermal Management, UV Curing, & High Speed Industrial Imaging. 

We are involved in various aspects of alternative energy, utility scale power & energy storage, medical equipment, high speed automated vision systems, broadcast transmitters, & ultraviolet drying/curing machinery. 

Electrical power conversion & distribution - Our components are embedded in key low & medium voltage products used in: 

	Energy generation green: For solar & wind products our components are used in: inverters/convertors, PFC/harmonic filters, combiners, sub-combiners & dynamic breaking DBR. 

	Conventional electric generation: Our components are used in excitation systems, voltage regulators, & rapid de-excitation.

	Grid Solutions: advanced metering infrastructure AMI automatic meter readers AMRs, metal enclosed switchgear, paralleling switchgear, motor generator sets, & smart grid products.  More... 	Energy storage: Smart charging, solid state batteries, HEVs, PHEV, EV, flow batteries.

 	High power quality: Products that support high PQ of the grid.

 Components we provide in support of these products include: Current & potential transformers, semiconductor & MV fuses, film capacitors, high energy ceramic resistors & SIC varistors, heat sinks, isolated front ends, amorphous cores, & toroidal transformers.

 High Speed Industrial Imaging - Our imaging components are used in some of the worlds fastest & most complex inspection systems such as:

 	Film inspection.

 	Semiconductor inspection: Processors, FPD, touch screens.

 	Print: Color registration, 100% color inspection.

 	Sorting systems: Postal sorting, test readers.

 Examples are multiple camera systems using 16k line scan cameras operating at over 150,000 lines per second. Specific products for these systems are: Line scan cameras, power supplies, interface cables, lighting.

 Thermal Management - Our thermal components cool some of the highest power density RF FETs & IGBTs made. These components can also maintain extremely uniform temperature gradients across large area for sensitive instruments & detectors:

 	High power RF amplifiers.

 	Medical diagnostic & treatment equipment.

 	Locomotive, EMUs & DMUs.

 	Inverters & convertors.

 Components we provide in support of these products include: Liquid & air cooled heat sinks, heat-pipes & assemblies, fans & blowers.

 Various Heaters: Thick film, flexible foil, cartridge, optically clear flexible & heated hoses.

 Ultraviolet (UV) Curing & Drying - Our UV components allow the designer of simple to complex equipment to rapidly engineer a UV system to suit their needs. They can buy standard made components to customize according to their requirements, or we can assist in complete custom solutions:

 	UV reflectors & irradiator assemblies.

 	UV lamps.

 	Lamp power supplies.

 	Complete UV systems. Less",www.linkedin.com/company/hill-technical-sales-corp,$1 - 4.9 Mil,1-9  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras: CCD
Cameras: Complementary Metal Oxide Semiconductor (CMOS)
Cameras: Digital


Cameras: High Resolution
Cameras: High Speed
Cameras: Imaging
Cameras: Industrial
Cameras: Infrared

View all Cameras categories","All Products / Services

Arrays
Ballasts
Blowers
Boards
Boxes
Busbars
Cameras
Clips
Coils
Controls and Controllers


Cores
COVID-19 Response
Distribution Systems
Drivers
Electrical Components
Electro-Optical Equipment
Electronic Components
Fans
Film
Filters

View all products / services offered"
Sperry West Inc.,858-573-0170,https://www.sperrywest.com/,"San Diego, CA 92111",Manufacturer,"Manufacturer of cameras and video commander kits for office, home government institution, indoor and outdoor applications. Covert, CCTV video, infrared, doorbell, temperature reading, alert security and cop cameras are available. Used for surveillance, security, audio or video recording and spying purposes. MP3 players, portable fans, emergency lights, hair dryers, thermostats, exit signs, sprinkler heads, desktop speakers, fire strobe and battery operated suitcase type covert cameras are also offered.","Our video products are used in some of todays most recognized facilities.

Since its inception in 1991, Sperry West has become the industry leading manufacturer of covert video surveillance cameras and kits.

Temperature reading and alert security camera with facial recognition

CCTV Video

Covert Cameras

Infrared Cameras

Video Commander Kits

Cop Cameras

Excelling in quality and workmanship is the highest priority for all our employees as are the friendly and helpful people you will encounter here.

We are a Service-Disabled Veteran-Owned Small Business.",,Not Available,Not Available  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras, Equipment & Supplies
Cameras: Body-Worn
Cameras: CCTV


Cameras: Covert
Cameras: Digital
Cameras: Dome
Cameras: Hidden
Cameras: High Resolution

View all Cameras categories","All Products / Services

Cameras
Identification Products
Identifiers


Security Systems
Surveillance Equipment
Thermometers"
"Senspex, Inc.",505-891-0034,https://www.senspex.com/,"Albuquerque, NM 87114",Distributor,"Turnkey system integrator for thermal imaging systems. Video encoder, hardware, illuminators and control systems are available. Suitable for zero-lux environments, transportation hubs, industrial parks, MOUT, troop range and night-time surveillance applications.",,,$250 Mil. and over,50-99  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras: Digital
Cameras: Digital, High Speed
Cameras: High Resolution


Cameras: High Speed
Cameras: Imaging
Cameras: Infrared
Cameras: Surveillance
Cameras: Thermal","All Products / Services

Cameras
Controls and Controllers
Encoders
Hardware


Illuminators
Imaging Equipment
Integration Services"
South Florida Promotions,800-563-8057,https://www.southfloridapromotions.com/,"Clearwater, FL 33760",Distributor,"Distributor of novelties and specialties for advertising and promotional applications. Products include awards, aprons, bags, balls, barware, binders, banners, dishes, drinkware, displays, exercise equipment, pendants, flags, signs, kits, frames, games, glassware, pens, desk accessories, tool kits, clocks, picture frames, mugs, cups, tumblers and trophies, toiletries, plaques, stamps, calendars, games and toys. Available in various styles, colors and designs with customized screen printing, embroidery and digital imprinting options. Apparel items such as shirts, T-shirts, uniforms, caps and hats, gloves and jackets are also offered.",,,$1 - 4.9 Mil,1-9  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras: Digital
Cameras: High Resolution


Cameras: Imaging
Cameras: Industrial
Cameras: Recording","All Products / Services

Advertising Specialties, Novelties, and Promotional Products
Air Fresheners
Awards
Backpacks
Bags
Baked Goods
Bandanas
Barware
Belts
Binders
Binoculars


Boards
Bottles
Buttons
Caddies
Calculators
Calendars
Cameras
Chains
Chalk
Chargers
Cleaning Compounds and Chemicals

View all products / services offered"
MOBOTIX,212-385-6126,https://www.mobotix.com/,"New York, NY 10004",Manufacturer,"Manufacturer of high resolution video surveillance systems. Products include indoor cameras, outdoor cameras, thermographic cameras, systems components, access controls and software. Serving the retail, education, science, logistics, transport, hospitality, healthcare, tourism and municipal sectors.",,,Not Available,Not Available  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras, Equipment & Supplies
Cameras: Digital
Cameras: High Resolution


Cameras: Imaging
Cameras: Surveillance
Cameras: Thermal
Security Cameras
Video Equipment & Supplies","All Products / Services

Cameras
Controls and Controllers
Converters
Illuminators
Monitoring Systems
Network Equipment


Security Systems
Sensors / Detectors / Transducers
Software
Surveillance Equipment
Thermographs"
Tensor ID,760-385-3557,https://tensorid.com/,"Oceanside, CA 92056",Turnkey Systems Integrator,"Designer, distributor and installer of barcode reading and machine vision systems for the pharmaceutical, healthcare, food and beverage, aerospace, automotive, department of defense, solar, packaging, plastics, electronics and semiconductor industries. Products include barcode readers, barcode verification systems, machine vision cameras and machine vision lighting. Additional services include system programming, machine building and cap, liquid level, barcode label, data, lot code, variety code OCR, dented can, silicone distribution, liquid level, presence and absence, DPM barcode and DPM OCR inspections.",,,Not Available,Not Available  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras, Equipment & Supplies
Cameras: Digital
Cameras: Digital, High Speed


Cameras: High Resolution
Cameras: High Speed
Cameras: Identification
Cameras: Imaging
Cameras: Industrial

View all Cameras categories","All Products / Services

Barcode Services
Barcode Systems
Cameras
Identification Products
Imaging Equipment
Imaging Services


Integration Services
Lights
Machine Vision Systems
Scanners / Readers
Testers"
Zibra Corporation,800-758-8773,https://www.zibracorp.com/,"Horseneck Beach, MA 02790",Distributor,"Manufacturer of standard and custom borescope products including flexible, semi-rigid, rigid and video scopes. Benchtop and handheld LED light sources are available. Cameras, monitors and video accessories are also distributed. Repair services are also provided. Scopes are suitable for critical inspections. Some products are RoHS compliant.",,,Not Available,Not Available  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras: Digital
Cameras: High Resolution


Cameras: Industrial
Cameras: Ruggedized
Cameras: Video
Video Equipment & Supplies","All Products / Services

Borescopes
Cameras
Lights


Maintenance and Repair Services
Monitors
Scopes"
CCTV Camera World,716-932-7611,https://www.cctvcameraworld.com/,"Buffalo, NY 14221",Distributor,"Distributor of CCTV equipment. Products include CCTV camera systems including outdoor security cameras, indoor cameras, infrared cameras, pan tilt zoom cameras, night vision cameras, network video recorders, digital video recorders, and CCTV accessories.",,,Not Available,Not Available  Employees,"Cameras: Digital, High Resolution
Cameras
Cameras, Equipment & Supplies
Cameras: CCTV
Cameras: Digital


Cameras: Hidden
Cameras: High Resolution
Cameras: Imaging
Cameras: Infrared
Cameras: Inspection

View all Cameras categories","All Products / Services

Cameras
CCTV Equipment
Connectors
Electric Wire, Cable and Cable Assemblies


Monitors
Power Supplies
Recorders"
J.R. Instruments,310-398-7951,http://www.jrinstruments.com/,"Culver City, CA 90230",Service Company,"Stocking distributor of new, used & refurbished microscopes & accessories. Types of microscopes include clinical, gemological, stereo zoom, metallurgical, video zoom, infinity corrected & LCD zoom microscopes. Most major brands supported, serviced & sold. Factory trained & certified as a service & repair center. Offer complete service, repair & reconditioning on all types of microscopes & related equipment. Accessories include cameras, micrometer discs, reticles, eyepieces, auxiliary lenses, lighting, microscope stands, adapters, bulbs, mounts, binocular body, video cables, mount spacers, power supplies, fiber optic & LED illuminators, flexible & pneumatic arms, arbors, manual stage, mounting plates, inspection stages & camera systems. Capabilities include calibration, preventative maintenance, cleaning, lubrication, painting, refurbishing, system adjustment, alignment correction & certification. Applications include industrial, biomedical, gemological, manufacturing & electronic sectors. CCR registered & SBA self certified.",,,Under $1 Mil,1-9  Employees,"Cameras: Digital, High Resolution
Cameras: CCD
Cameras: Digital


Cameras: Microscope
Medical Imaging Cameras: CCD","All Products / Services

Adapters
Arbors
Arms
Bases
Binoculars
Bulbs
Calibration Services
Calibrators
Cameras
Couplers and Couplings
Coverings
Covers


COVID-19 Response
Discs
Electric Wire, Cable and Cable Assemblies
Electronics
Eyepieces
Fire Fighting Tools
Gemological Equipment
Guards
Guides
Holders
Illuminators
Inspection Equipment

View all products / services offered"
