Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
Electronic Design Solutions Inc.,610-682-9764,http://www.techlon.com,"Mertztown, PA 19539",Custom Manufacturer,"Consultant and manufacturer of standard and custom electromechanical solutions. Various in-house products include controls, gateways, amplifiers, direct drives, relays, modules, interfaces and switches. Capabilities include consulting, design engineering, repair, and testing.",,,Under $1 Mil,1-9  Employees,"Boards: Digital Signal Processing
Boards


Boards: I/O
Embedded Boards: Custom","All Products / Services

Adapters
Amplifiers
Annunciators
Boards
Clusters
Computers
Consulting Services
Controls and Controllers
Converters
COVID-19 Response
Displays
Electrical Equipment
Electromechanical Devices


Embedded Systems
Engineering Services
Gas Equipment
Gateways
Hardware
Hospital Equipment
Hospitality Products
Indicators
Interfaces
Keyboards
Lighting Components
Lights
Maintenance and Repair Services

View all products / services offered"
Caladena Group,877-225-2336,http://www.caladena.com,"Mississauga, ON L4T3Y8 | Locations",Custom Manufacturer,"Custom manufacturer of electronic assemblies & prototypes. Various types of assemblies include surface mount & through-hole printed circuit board, cable, wire harnessing, mechanical, electromechanical & press fitting assemblies. Other products include boards, connectors, harnesses, interconnects, wire leads & terminations. Capabilities include contract manufacturing, repair, systems integration, design & build. Markets served include industrial, commercial, medical, telecom, governmental & educational. Meets ISO 9001:2000 & IPC 610D Class 2 standards. RoHS compliant.",,,Not Available,Not Available  Employees,"Boards: Digital Signal Processing
Boards: Communications
Boards: Controller
Boards: Data Acquisition
Boards: I/O


Boards: Image Processing
Boards: Interface
Boards: Multifunction
Boards: PC-Compatible
PCI & CompactPCI® Serial Boards

View all Boards categories","All Products / Services

Assemblies
Assembly Services
Boards
Circuit Board Components
Computers
Connectors
Consulting Services
Digital Memory
Electric Wire, Cable and Cable Assemblies
Electronic Components


Electronics
Fabrication Services
Fiber Optic Cable and Cable Assemblies
Fixtures
Forming Services
Harnesses
Leads
Maintenance and Repair Services
Manufacturing Services
Mechanical Wire, Cable and Rope

View all products / services offered"
"BTW, Inc.",763-767-4625,https://www.btw-inc.com/,"Coon Rapids, MN 55448",Custom Manufacturer,"Veteran owned. ISO 13485:2003 and ISO 9001:2008 certified. Specializing in electronics manufacturing services for printed circuit board (PCB) assemblies, mechanical & sub assemblies, wire harnesses & cable assemblies. Capabilities include printed circuit and finished product assembly, system integration, electronics engineering and design, product lifecycle support, test development and testing, third party logistics (3PL) and global supply chain management. Industries served include agriculture, graphic display, robotics, audio/video, imaging, security, automotive, industrial, semiconductor, bioscience, instrumentation, telecommunications, communications, medical, telemetry, computer & peripherals, military, transportation, electronic design, networking, utilities, energy, power supply and wireless. IPC, SMTA, CSA and TUV certified. ITAR registered. RoHS compliant. UL listed. On-time delivery.","BTW has over 20 years of experience in the customized electronics contract manufacturing services industry satisfying the needs of regional, national and international markets. We provide you a tier one like service offering, enhanced by the flexibility and responsiveness of a smaller private organization. Our top deliverables are quality, personal customer service and value. From the earliest concept stages to the moment it arrives in your customers hands, getting your product to market has never been faster, easier or more efficient.

BTW's services include:

* Printed Circuit and Finished Product Assembly

* System Integration

* Electronics Engineering

* Product Lifecycle Support 

* Test Development and Complete Testing Services

* Third Party Logistics (3PL)

* Global Supply Chain Management 

Solutions as Unique as Your Business conveys BTW's philosophy. We tailor everything we do to the unique needs of your business. This customized approach produces higher quality, faster turnaround More... and greater cost effectiveness, so that your business can be more successful. If your existing supplier isn't giving you the one-on-one personal attention you desire, then BTW is for you. Less",www.linkedin.com/company/2670597,$10 - 24.9 Mil,50-99  Employees,"Boards: Digital Signal Processing
Boards: Aircraft & Marine Instrument


Boards: Controller
Boards: Multifunction","All Products / Services

Assemblies
Assembly Services
Barcode Services
Boards
Circuit Board Components
Cleaning Services
Cleanroom Services
Coating Services
Computers
Consulting Services
COVID-19 Response
Documentation Services
EDI


Electric Wire, Cable and Cable Assemblies
Electromechanical Devices
Electronic Components
Electronics
Enclosures
Engineering Services
Freight Transportation & Shipping Services
Fulfillment Services
Harnesses
Inspection Services
Inventory Management Services
Labeling Services
Logistics Services

View all products / services offered"
"PNC, Inc.",973-284-1600,https://www.pnconline.com/,"Nutley, NJ 07110",Custom Manufacturer,"Worldwide AS9100-D, ISO 9001:2008, MIL-PRF-55110, MIL-PRF-31032, ITAR registered, small business, minority owned certified manufacturer of rigid, flex and rigi-flex printed circuit boards, PCB assemblies, laser cut SMT and solder paste stencils. Turnkey and consignment electronic manufacturing including PC board assemblies. Capabilities include through-hole, mixed and surface mount, pitch technologies, 0.015 in. pitch technologies, 2-40 layer high density multilayer PCBs, mechanical assembly, PC board design from schematics, bare board fabrication, testing, manufacturability analysis, component procurement, plastic injection molding, cable and wire harness assembly, engineering, drilling, inhouse CAD/CAM, imaging, laminating, screen printing and screening. Serves the telecommunication, medical, data processing, audio, video and aerospace industries. UL listed for high Tg. RoHS compliant. Kan Ban and JIT delivery.","PNC Inc. is located in Nutley, NJ and is one of the country's leading providers of rigid, rigid-flex, and flex PCB's and the largest of their kind in the region. After adopting the total concept philosophy, PNC is now able to provide customers with PCB design, fabrication, and assembly solutions all under one roof. They are a one-stop shop for all things related to PC boards and are continuously expanding their extensive list of state-of-the-art equipment while maintaining a focus on energy and cost efficiency in order to provide the best product at the best price possible.

PNC Inc.'s recently acquired Accurate Engineering Inc. in Sun Valley, CA. AEI's primary focus is on high-quality flex and rigi-flex PC boards for highly complex applications including aerospace and defense. Their customers include Northrop Grumman, Boeing, Lockheed Martin, NASA, and Raytheon.",www.linkedin.com/company/pnc-inc-,$10 - 24.9 Mil,50-99  Employees,"Boards: Digital Signal Processing
Boards


Boards: Interface","All Products / Services

Assemblies
Assembly Services
Boards
Electronics
Engineering Services
Fabrication Services
Harnesses
Lasers
Manufacturing Services
Military Equipment


Overlays
Pads
Printed Circuit Boards
Programming Services
Prototyping Services
Research, Design and Development Services
Sinks
Stencils
Switches"
"Accu-Sembly, Inc.",626-357-3447,https://accu-sembly.com/,"Duarte, CA 91010",Custom Manufacturer,"ISO 9001:2008 certified custom manufacturer of electronic assemblies including Surface Mount (SMT) & Thru-hole assemblies. Electronic assemblies such as digital dynamometers, deep space radio telescopes, laser pointers, power supplies, video games, & variable power controls are available. Capabilities include lead free SMT & thru-hole assembly, mechanical assembly, electrostatic discharge (ESD) free manufacturing, visual optical & X-ray inspection, testing & potting, prototyping, short production runs & large production runs. Mechanical assembly capabilities include chassis assembly, cable assembly, wire tinning & wire wrapped assembly. SMT assembly meets IPC-A-610 class 2 & class 3 standards. Made in the USA. Full/partial Turnkey services are available.",,,$25 - 49.9 Mil,50-99  Employees,"Boards: Digital Signal Processing
Boards
Boards: Communications
Boards: Controller
Boards: Data Acquisition


Boards: I/O
Boards: Image Processing
Boards: Interface
Boards: Multifunction
Boards: PC-Compatible

View all Boards categories","All Products / Services

Additive Manufacturing Services
Amplifiers
Assemblies
Assembly Services
Boards
Circuit Board Components
Communication Systems
Computers
Connectors
Consulting Services


Controls and Controllers
Converters
COVID-19 Response
Digital Memory
Dosimeters
Drivers
Electric Wire, Cable and Cable Assemblies
Electronic Components
Electronics
Engineering Services

View all products / services offered"
Phoenix Contact,800-888-7388,https://www.phoenixcontact.com/online/portal/us,"Middletown, PA 17057 | Locations",Manufacturer,"Manufacturer of electrical connection, electronic interface, and industrial automation technologies. Products include automation components, automation connectors, board to cable connectors, D-subminiature connectors, electric power connectors, fiber optic connectors, harsh environment connectors, PCB connectors, push-pull connectors, terminal block connectors, DIN rail contactors, ethernet adapters, ethernet networking accessories, inkjet marking systems, lightning protection equipment, power supplies, relays, signal converters, surge suppressors, terminals, terminal blocks, and wire and cable markers. Serves applications in markets such as the automotive, cyber security, mobility, process automation, building automation, solar power, infrastructure, video surveillance, water management, and wind power industries.","Phoenix Contact develops and manufactures industrial electrical and electronic technology products that power, protect, connect and automate systems and equipment. Our products are used in many industries, including:

Automotive

Water/wastewater

Transportation

Power generation

Oil and gas

And many others

A global company.

Phoenix Contact GmbH & Co. KG, Blomberg, Germany has annual sales exceeding 1.77 billion euro (approximately $1.21 billion) Founded in Germany in 1923. 14,000 employees in more than 50 international subsidiaries

With a local presence Phoenix Contact USA, one of the first international subsidiaries, founded in 1981. More than 500 employees in the U.S., including about 415 at U.S. headquarters near Harrisburg, Pa. U.S. headquarters is home to manufacturing and distribution center By bringing production and logistics closer to our customers, we provide shorter lead times, easier on-site reviews, faster response and increased flexibility our U.S. customers Phoenix Contacts More... formal Integrated Management System is registered to ISO quality, environmental and safety standards:

 ISO 9001:2008

 ISO 14001:2004

 OHSAS 18001:2007 Less",www.linkedin.com/company/phoenix-contact-usa,$250 Mil. and over,500-999  Employees,"Boards: Digital Signal Processing
Boards
Boards: Controller


Boards: I/O
Boards: Interface","All Products / Services

Actuators
Adapters
Amplifiers
Antennas
Approved Products
Arresters
Assemblies
Automation Systems
Barriers
Bases
Binders
Binding Equipment


Blades
Blocks
Boards
Boxes
Brackets
Breakers
Bridges
Busbars
Buses
Cabinets
Carriers
Cartridges

View all products / services offered"
Signatec,800-567-4243,http://www.signatec.com,"Lockport, IL 60441",Manufacturer,"Designer & manufacturer of high-speed data acquisition (DAQ), real-time signal processing, waveform generation (DAC) & signal recording systems. High-speed digitizers, waveform generation boards & PC-based spectrum analyzers & oscilloscopes in the PCI Express form factor are available. Capabilities include engineering design, development & training. Applications include aerospace, defense signals intelligence (SIGINT), radar, communication, optical coherence tomography/medical imaging & laboratory test & measurement.",,,$1 - 4.9 Mil,10-49  Employees,"Boards: Digital Signal Processing


Boards: Data Acquisition","All Products / Services

Analyzers
Boards
Data Acquisition Systems
Digitizers
Generators
Network Equipment
Oscilloscopes


Processors
Recorders
Research, Design and Development Services
Software
Training Services
Workstations"
Electronic Services & Design Corp.,717-561-1995,https://www.esdpcb.com/,"Hummelstown, PA 17036",Custom Manufacturer,"Manufacturer of custom rigid printed circuit boards (PCBs). Capable of providing single-side, double-sided, surface mount technology, and multilayer PCBs. Manufacturing capabilities include CNC drilling, routing, and scoring, as well as counter boring and sinking, edge plating, photoimagable solder masking, hot air solder leveling, and electroless nickel/gold edge plating. Value-added electrical testing and optical inspection services are available. Can handle prototype, small, and medium production runs. RoHS compliant. UL registered.",,,$5 - 9.9 Mil,10-49  Employees,"Boards: Digital Signal Processing


Boards: Controller","All Products / Services

Boards
Computers
Cutting Services
Digital Memory
Drilling Services


Electronics
Manufacturing Services
Printed Circuit Boards
Prototyping Services
Routing Services"
Dsplogic,301-977-5970,Http://www.dsplogic.com,"Germantown, MD 20874",Manufacturer,"Manufacturer Of Programming Tools & Services For Hybrid Fpga Computing Systems Specializing In High Performance Reconfigurable Computing & Digital Signal Processing Tools, Algorithms & Implementations.",,,Under $1 Mil,10-49  Employees,Boards: Digital Signal Processing,"All Products / Services

Boards


Processors"
"Interface, Inc.",800-947-5598,https://www.interfaceforce.com/,"Scottsdale, AZ 85260",Manufacturer,"Custom manufacturer of load cells & torque transducers. Adapters, amplifiers, torque analyzers, signal conditioning boards, calibration equipment, test cells, signal conditioners, controllers, tension, torque & pressure controls, data logging equipment, digital readout systems, flowmeters, tension, angular measuring, strain & torque gages, inclinometers, battery discharge, bin level, digital, electronic, load, position, speed, strain gage, tension & torque indicators, flow recording, force, strain & torque measuring instruments, strain gage & high capacity load cells, meters, monitors, recorders, resistors, scales, sensors, simulators, calibration standards, testers, switches, transmitters, weighing systems, transformers & transducers are available. Tooling accessories include mounting plates, load buttons, calibration & thread adapters, jam nuts, rod end bearings, clevises, junction boxes, RCAL resistors, mating connectors & transducer interconnect cable assemblies. Industries served include automotive, medical, oil & aerospace. Calibration, force measurement, instrument calibrating, material testing, load cell calibration & repair services are also available.",,,$25 - 49.9 Mil,200-499  Employees,"Boards: Digital Signal Processing


Boards","All Products / Services

Accumulators
Adapters
Amplifiers
Analyzers
Belts
Boards
Boxes
Buttons
Calibration Services
Calibrators
Cells
Clevises
Cold Chain Equipment
Conditioners


Connectors
Controls and Controllers
COVID-19 Response
Data Loggers
Electronics
Ends
Flowmeters
Gages
Handling Equipment
Inclinometers
Indicators
Instruments
Laboratory Equipment
Loads

View all products / services offered"
Coryell & Wiprud,512-328-5630,http://coryell-wiprud.com,"Austin, TX 78746",Manufacturer,"Manufacturer of digital signal processing hardware, software, and systems. Products include channel processor cards, evaluation boards, transmitters, receivers, demodulators, re-samplers, signal memory systems, and image processors.",,,Not Available,Not Available  Employees,"Boards: Digital Signal Processing
Boards


Boards: Evaluation
Boards: Image Processing","All Products / Services

Boards
Cards
Digital Memory
Hardware


Processors
Receivers
Software
Transmitters"
