Company name,Phone number,website (Homepage),Location,Company type,Company Description by Thomasnet,Company Description by the company,Linkedin URL,Annual Sales:,No of Employees:,MANUFACTURING SERVICES,ALL PRODUCTS / SERVICES
Advantech,408-519-3800,https://buy.advantech.com/,"Milpitas, CA 95035 | Locations",Manufacturer,"Manufacturer of rackmount systems, USB communication and wireless modules, monitors, software, displays, servers, computer peripherals, drives, motherboards, transportation systems, medical computer carts, computers and tablets. Various types of computers include in-vehicle, single board, industrial, medical grade, compact, panel, touchscreen and embedded. Other products such as inspection cameras, converters, printers, enclosures, power supplies, gateways, routers, scanners, suppressors, workstations, digital audio players, machine vision systems and controllers are also provided. Also a distributor of boards, keyboards, labels, mouse and readers.","Advantech 3-circle principle is based on ""good to great"" written by Jim Collins. According to the book, a company looking for long-term success should clearly address the 3-fundamental principles, and commit to long-term solid execution of these principles. Advantech is fully convinced by this theory so we adhere to it by clearly defining Advantech's 3-circle principle as above.",www.linkedin.com/company/advantech/,$250 Mil. and over,1000+  Employees,"Displays: Digital Sign
Displays
Displays: Industrial


Displays: Liquid Crystal (LCD)
Displays: Medical Imaging
Displays: Touchscreen","All Products / Services

Automated Guided Vehicle Systems
Batteries
Boards
Cameras
Computer and Communication Terminals
Computer Peripherals
Computers
COVID-19 Response
Diagnostic Equipment
Digital Memory
Displays
Drives


Electronics
Embedded Systems
Kiosks
Manufacturing Services
Medical Equipment
Medical Products and Hospital Equipment
Modules
Monitors
Motherboards
Players
Power Supplies
Research, Design and Development Services

View all products / services offered"
DSA Signage,866-824-4251,https://dsasignage.com/,"Carson, CA 90746",Manufacturer,"Manufacturer of visual display solutions, building indoor and outdoor customer experiences, developing standard or customized products, and supporting customer projects from conception to delivery. The product range spans across illuminated and non-illuminated lightboxes, SEG fabric graphic lightboxes, directional signage, menu boards, and displays, kiosks, and order points LED and video walls.","DSA Signage, a leading manufacturer of visual display solutions, offers the most extensive selection of illuminated LED light boxes, and digital signage on the market today. We have a wide variety of stock products in popular sizes, finishes, and styles - available within days. In addition, we can produce versatile custom products including large-format light boxes and other creative visual display solutions for both indoor and outdoor use.

Our displays are great promotional tools for drive thru, retail stores, entertainment venues, casinos, restaurants, and more. They reinforce top-of-mind and back-of-mind actions to build audience awareness and reinforce branding while yielding measurable results. DSA light-box and digital displays are well-suited as permanent fixtures in airports, transportation stations, and shopping malls.

DSA light boxes are available in a variety of styles, sizes, and finishes including edgelit, backlit, large format, recessed, menu board, directory, and kiosk-ready More... models.

 Our light boxes are made in the USA in our California-based, UL-listed manufacturing facility. Our dedication to manufacturing excellence ensures high quality for every product we deliver, using superior aluminum material and top notch components.

 Responsive customer service during and after the sale ensures our customers are highly satisfied.

 We can also provide high-volume custom rollouts with turnkey capabilities including needs assessment, concepts, prototypes, warehousing, distribution and installation services. Less",www.linkedin.com/company/1012993/admin/,$10 - 24.9 Mil,50-99  Employees,"Displays: Digital Sign
Display Materials & Equipment
Display Systems: Graphic
Displays
Displays & Exhibits


Displays: Advertising
Displays: Custom
Displays: Electronic
Displays: Exhibit
Displays: Fabric

View all Displays categories","All Products / Services

Acrylic
Ballasts
Boards
Boxes
COVID-19 Response
Displays
Exhibits
Frames
Kiosks
LEDs


Lights
Medical Products and Hospital Equipment
Menus
Modules
Panels
Pedestals
Plastics
Point of Purchase (POP) Products
Polycarbonate
Posts

View all products / services offered"
"FUTEK Advanced Sensor Technology, Inc.",949-465-0900,https://www.futek.com/,"Irvine, CA 92618 | Locations",Manufacturer,"Custom designer & manufacturer of sensor technology products & accessories including load cells, force, torque & pressure sensors, signal conditioners, digital displays, custom-tailored transducers, & portable sensor verification/calibration system utilizing strain gage & thin film technologies for a wide range of applications, including automation (robotics), computer, automotive, defense, medical, aerospace & material handling. Full capacity in-house machining & fabrication. Supplied with full calibration certificate traceable to NIST.","FUTEK Advanced Sensor Technology, Inc. is a U.S. Manufacturer of load cells, torque sensors, pressure sensors, multi-axis sensors and related instruments and software. Located in Southern California, FUTEK has built a reputation as a quality provider of test and measurement tools.

Specializing in the research and development of these advanced sensing devices, FUTEKs products are used in many industry applications, such as medical, aerospace, automotive and automation robotics. Vowing to produce the highest quality in performance and reliability, FUTEKs product line stands unmatched within the test and measurement industry.",www.linkedin.com/company/futek-advanced-sensor-technology-inc.,$10 - 24.9 Mil,100-199  Employees,"Displays: Digital Sign


Displays","All Products / Services

Amplifiers
Bearings
Boxes
Calibration Services
Calibrators
Cells
Conditioners
Connectors
Couplers and Couplings
COVID-19 Response
Displays
Ends
Forming Services


Gages
Hooks
Indicators
Instruments
Maintenance and Repair Services
Mechanical Wire, Cable and Rope
Medical Equipment
Medical Products and Hospital Equipment
Meters
Rods
Sensor Components
Sensors / Detectors / Transducers
Torque Wrenches"
Signarama,414-260-5040,https://www.signarama-oakcreek.com,"Oak Creek, WI 53154",Manufacturer,"Manufacturer of advertising novelty products for the agriculture, energy, technology, automotive, marine, and manufacturing industries.Products include mugs, awards, pens, plaques, tote bags, caps, visors, and stress balls. Decals, channel letters, banners, logos, posters, vehicle wraps, lightboxes, flags, murals, awnings, and vehicle graphics are offered. Other products such as germ shields, plexiglass barriers, splash guards, sneeze guards, digital signs, and protective shields are available. Sign repair and installation are provided as secondary services. Suitable for school, hospital, event planning, retail, restaurants, and real estate applications.",,,Not Available,1-9  Employees,"Displays: Digital Sign
Displays
Displays: Advertising
Displays: Point of Purchase (POP)
Displays: Point of Purchase (POP), Custom


Displays: Retail
Displays: Store
Displays: Store-In-Store
Displays: Trade Show & Convention","All Products / Services

Advertising Specialties, Novelties, and Promotional Products
Awards
Bags
Balls
Banners
Barriers
Boxes
Caps
Cards
COVID-19 Response


Decals
Displays
Flags
Guards
Installation Services
Logos
Maintenance and Repair Services
Medical Personal Protective Equipment (PPE)
Medical Products and Hospital Equipment
Mugs

View all products / services offered"
QSR Menus,760-599-9225,http://qsrmenus.com/,"Oceanside, CA 92056",Manufacturer,"Manufacturer of indoor and outdoor digital and electronic food menu displays. Monitors are available in 32 to 65 in. dimensions. Displays are offered with optional mounting systems, cooling systems, and integrated order confirmation systems. Also offers HD audio drive-thru headset systems as an accessory. Displays are provided with content management software for the customization of digital menus; in-house content management services are available for designing and updating menus. Value-added services include consulting, installation, and maintenance services. Used for restaurants, drive-thru and other quick-service purposes. Made in the USA.",,,Not Available,Not Available  Employees,"Displays: Digital Sign
Displays
Displays & Exhibits
Displays: Advertising
Displays: Electronic


Displays: Flat Panel
Displays: Graphic
Displays: Liquid Crystal (LCD)
Displays: Panel
Displays: Point of Purchase (POP)

View all Displays categories","All Products / Services

Boards
Displays
Menus


Point of Purchase (POP) Products
Signs"
"Fabcon, Inc.",714-881-2000,https://www.fabcon.com/,"Santa Ana, CA 92705",Manufacturer,"Design, fabrication and installation of kiosks, menu boards, tablet stands and retail store fixtures. Capabilities include CNC punching, CNC shearing, laser and plasma cutting, press brake bending, band and cold sawing, milling, stamping, turning, drilling, boring, glass machining, metal inert gas (MIG), tungsten inert gas (TIG), spot and stud welding. Works with aluminum, steel and stainless steel. Brackets/panels, carts, chassis and racks also offered. Engineering, powder coating, painting, silk screening, final assembly, testing and logistics services are also provided. Serves the retail, foodservice, aerospace, medical, telecommunication, automotive, electronics and other industries. Lean manufacturing capable. SBA HUBZone certified.","Fabcon is a leading US based contract manufacturing company located in Orange County, CA, near Los Angeles, California. Since 1977, Fabcon has been providing manufacturing services to a diverse range of customers and industries based in both domestic and international markets. The company is now a ""one stop"" resource with a vertically integrated manufacturing facility that includes engineering design services, precision sheet metal, machining, electronic assembly, powder coat, paint, silk screen, final assembly & test as well as worldwide logistics.

Fabcon has earned a stellar reputation for delivering quality products on time and a focus on customer service and support. We are housed in an ISO 9001:2008 approved 120,000 square foot state of the art facility that is in a State Enterprise and Federal Empowerment Zone. The company is SBA HUB zone certified and provides significant scalability for small to large multi-year contract production runs.

The company has proudly transitioned several More... products from international supply chains to Made in America at our Fabcon facility. Let the Fabcon team provide you with the solution to your manufacturing challenges. We will demonstrate our extensive manufacturing capabilities, our passion for excellence and our strategy to exceed your expectations. Contact us today. Less",,$25 - 49.9 Mil,200-499  Employees,"Displays: Digital Sign
Displays
Displays: Advertising
Displays: Clothing
Displays: Convenience Store


Displays: Countertop
Displays: Custom
Displays: Electronic
Displays: Floor
Displays: Graphic

View all Displays categories","All Products / Services

Aircraft Parts
Assemblies
Assembly Services
Automotive Parts
Bending Services
Boards
Boring Services
Boxes
Brackets
Cabinets


Chassis
Coating Equipment
Containers
COVID-19 Response
Cutting Services
Directories
Displays
Dryers
Electronic Components
Electronics

View all products / services offered"
Ultravision LED Solutions,214-504-2404,https://ultravisionledsolutions.com/,"Dallas, TX 75244",Turnkey Systems Integrator,"Turnkey system integrator for LED lighting products. Products include lights, displays, boards and screens. Street, signage, flood, stadium, billboard, circular and linear high bay LED lights are available. Spectacular, digital billboard and video scoreboard displays are offered. Services such as retrofit or project management, engineering, research and financing are provided. Some products are suitable for warehouse, distribution center, construction, parking, sports court, advertising, promotional, indoor and outdoor applications. CE certified. RoHS compliant.","Established in 2010, Ultravision LED Solutions has quickly become the world-leading innovator, manufacturer and distributor of outdoor LED lighting products and LED digital displays. We take pride in being your global source for outdoor LED lighting solutions, including commercial lighting, parking lighting, wall wash lighting, walkway and path lights, billboard lighting, and more. Our LED digital displays were created with you in mind in order to help your business grow by shining a light on your products and values.",www.linkedin.com/company/ultravision-solutions,$1 - 4.9 Mil,10-49  Employees,"Displays: Digital Sign
Displays
Displays: Advertising
Displays: Custom
Displays: Electronic


Displays: Game
Displays: Graphic
Displays: Industrial
Displays: Light Emitting Diode (LED)
Displays: Panel

View all Displays categories","All Products / Services

Billboards
Boards
Displays
Emergency Power & Lighting Supplies
Engineering Services
Hurricane Response
Integration Services


LEDs
Lights
Rectifiers and Diodes
Research, Design and Development Services
Screens
Signs"
"Broomfield Sign Company, Inc.",303-464-0644,https://bscsigns.com/,"Broomfield, CO 80020",Custom Manufacturer,"Custom manufacturer of signs, displays, and lighting for the architectural industries. Pole, wayfinding, wall, and projecting signs are offered. Lights, letters, channels, and lighting fixtures are available. Sign repair services are also provided. UL listed.",,,$1 - 4.9 Mil,10-49  Employees,"Displays: Digital Sign
Displays
Displays: Advertising


Displays: Custom
Displays: Light Emitting Diode (LED)","All Products / Services

Displays
Fixtures
LEDs


Lights
Maintenance and Repair Services
Signs"
"D&P Custom Lights & Wiring Systems, Inc.",800-251-2200,https://dandpcustomlights.com/,"Nashville, TN 37209",Custom Manufacturer,"Manufacturer of commercial lighting and fixtures, specializing in the custom engineering and fabrication of checkout lights, pre-wired power poles, modular gondola electrical distribution systems and electrical signs. Products include checkout lights; power poles; crowd management and queuing systems; lit and unlit signage including aisle markers, product pointers, wall lettering, department signage, and directional signage; modular wiring; and digital products including menu boards, window posters, gondola headers, shelf tags, cooler door displays, wayfinding and gas pump signs.  Custom design services available. Industries served include grocery, convenience, retail, hospitality, healthcare, government and education.","D&P Custom Lights & Wiring Systems, Inc. has been a world leader in the commercial lighting and fixtures industry since 1981, specializing in the custom engineering and fabrication of checkout lights, pre-wired power poles, modular gondola electrical distribution systems, electrical signs, non-electrical signs and custom digital solutions including menu boards, transparent window posters, gondola headers and shelf tags, cooler door displays, wayfinding systems, gas pump signs and more...

We partner with our clients in the retail, convenience, government, hospitality, healthcare, education and corporate sectors to develop the best custom solutions to meet their specific needs. D&P's team of experienced designers and engineers work together with interior designers, architects, construction managers, and general contractors, from plan review to fixture take-offs, to create flexible, functional environments.

Our priorities are simple: creative thinking; ""can-do"" attitude; dependable, UL and More... CL-approved products delivered on time; excellent price value; and superior customer service. Less",www.linkedin.com/company/dandpcustomlights/,Not Available,10-49  Employees,"Displays: Digital Sign
Displays
Displays: Animated
Displays: Custom
Displays: Digital, Gondola Header


Displays: Electronic
Displays: Interactive
Displays: LCD, High Bright
Displays: Light Emitting Diode (LED)
Displays: Liquid Crystal (LCD)

View all Displays categories","All Products / Services

Boards
COVID-19 Response
Directories
Displays
Electric Wire, Cable and Cable Assemblies
Headers
Kiosks
LEDs
Markers and Marking Equipment


Medical Personal Protective Equipment (PPE)
Pass Throughs
Point of Purchase (POP) Products
Poles
Posters
Shielding
Signs
Tags"
Avante Manufacturing,877-407-8655,https://www.avantepopdisplays.com/,"Okanagan Falls, BC V0H1R0",Custom Manufacturer,"Manufacturer of standard and custom point of purchase (POP) displays. Types include advertising, assembled, corrugated, countertop, digital sign, exhibit and graphic displays. Interactive, panel, printed, tabletop, wall rack and modular displays are also available. Kiosks, merchandisers, racks and signs are offered. Consulting, marketing, packaging and graphic printing are provided as value added services. Serves automotive, electronics, footwear, sports, wine, food, health and beauty industries.",,,Under $1 Mil,1-9  Employees,"Displays: Digital Sign
Displays
Displays: Advertising
Displays: Assembled
Displays: Corrugated


Displays: Countertop
Displays: Custom
Displays: Exhibit
Displays: Floor
Displays: Graphic

View all Displays categories","All Products / Services

Displays
Kiosks
Merchandisers


Point of Purchase (POP) Products
Racks
Signs"
Mineola Signs & Awnings,772-807-8417,https://www.mineolasigns.com/,"Port Saint Lucie, FL 34984 | Locations",Manufacturer,"Manufacturer of standard & custom signage products. Signage products include engraved signs, ADA compliant signs & photopolymer signs, nameplates, decals, letters & numbers & plaques. Signs are available in laser & computer engraved types in different materials including plastics, metals & woods also in different sizes & shapes. Nameplate types include desk nameplates & door nameplates in materials including plastics, brass, aluminum & stainless steel. Letters & numbers types include cut metal letters, cast metal letters & channel letters. Decals types include vinyl decals, polyester decals, static stick decals, water proof decals, weatherproof decals, warning decals & water applied decals. Plaques are available in cast bronze & aluminum & sizes ranging from 4-1/4 in. x 6 in. to 24 in. x 24 in. Services include design, fabrication & installation.",,,$250 Mil. and over,Not Available  Employees,Displays: Digital Sign,"All Products / Services

ADA Compliant Products
Banners
Billboards
Boards
COVID-19 Response
Decals
Directories
Displays
Easels
Engraving Services
Extrusion Services
Hangers
Holders
Identification Products


Insignia
Installation Services
Lettering Services
Lights
Logos
Markers and Marking Equipment
Medical Products and Hospital Equipment
Monuments
Nameplates
Ornaments
Painting Services
Panels
Plaques
Plastics

View all products / services offered"
Hanover Displays Limited,773-334-9934,https://www.hanoverdisplays.com/,"Elk Grove Village, IL 60007",Manufacturer,"Manufacturer of passenger information systems for the transportation industry. Products include electronic destination signs, display signs, LED displays and signs, sign controllers and video distribution units.",,,$1 - 4.9 Mil,10-49  Employees,"Displays: Digital Sign
Displays


Displays: Advertising
Displays: Light Emitting Diode (LED)","All Products / Services

Computers
Displays


LEDs
Signs"
